LapTimeCurrent,SpeedKmh,Throttle,Brake,Steering,Gear,Rpms,GlobalAccelerationG,LateralG,CarCoordX,CarCoordZ,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,BrakeTempFL,BrakeTempFR,BrakeTempRL,BrakeTempRR
10884,5.59,1.0,0.0,0.0015,2,2473,1.0621,-0.0457,-171.635,-42.881,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
10902,6.29,1.0,0.0,0.0015,2,2472,1.126,-0.0248,-171.621,-42.854,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
10923,6.39,1.0,0.0,0.0015,2,2473,1.0241,0.0364,-171.605,-42.821,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
10941,7.14,1.0,0.0,0.0015,2,2472,1.046,-0.0126,-171.59,-42.791,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
10965,7.54,1.0,0.0,0.0015,2,2473,1.0315,0.0032,-171.568,-42.747,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
10983,8.01,1.0,0.0,0.0015,2,2473,0.9808,0.0064,-171.551,-42.712,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11010,8.5,1.0,0.0,0.0015,2,2473,0.84,0.0011,-171.523,-42.657,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11028,9.0,1.0,0.0,0.0015,2,2473,0.7755,0.0003,-171.503,-42.617,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11049,9.49,1.0,0.0,0.0015,2,2473,0.6867,0.0158,-171.479,-42.569,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11067,9.98,1.0,0.0,0.001,2,2473,0.694,-0.0152,-171.457,-42.525,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11091,10.47,1.0,0.0,0.0002,2,2473,0.6674,0.0183,-171.426,-42.464,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11112,10.96,1.0,0.0,-0.0061,2,2474,0.6673,-0.0115,-171.398,-42.408,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11130,11.45,1.0,0.0,-0.0491,2,2474,0.6769,0.0983,-171.373,-42.358,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11157,12.01,1.0,0.0,-0.0982,2,2474,0.6525,0.1118,-171.333,-42.28,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11175,12.5,1.0,0.0,-0.1412,2,2474,0.6527,0.0852,-171.305,-42.225,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11202,12.98,1.0,0.0,-0.1842,2,2474,0.6635,0.1314,-171.261,-42.14,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11220,13.47,1.0,0.0,-0.2272,2,2474,0.6572,0.1116,-171.23,-42.081,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11241,13.96,1.0,0.0,-0.221,2,2474,0.646,0.1132,-171.192,-42.011,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11259,14.45,1.0,0.0,-0.1781,2,2475,0.6644,-0.0849,-171.158,-41.948,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11280,14.94,1.0,0.0,-0.1351,2,2475,0.6561,-0.0341,-171.118,-41.873,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11304,15.43,1.0,0.0,-0.0921,2,2475,0.6609,-0.1147,-171.07,-41.784,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11325,15.92,1.0,0.0,-0.0491,2,2475,0.6617,-0.0862,-171.027,-41.702,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11343,16.41,1.0,0.0,-0.0096,2,2475,0.6735,-0.1189,-170.99,-41.631,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11370,16.97,1.0,0.0,-0.0015,2,2476,0.6677,-0.0484,-170.933,-41.519,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11388,17.39,1.0,0.0,-0.0008,2,2476,0.6672,-0.0145,-170.894,-41.443,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11406,17.88,1.0,0.0,-0.0004,2,2476,0.6619,0.0266,-170.854,-41.364,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11427,18.37,1.0,0.0,-0.0002,2,2476,0.6585,-0.0046,-170.806,-41.27,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11451,18.79,1.0,0.0,-0.0002,2,2477,0.667,-0.0037,-170.749,-41.16,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11472,19.35,1.0,0.0,-0.0001,2,2477,0.6633,-0.0291,-170.698,-41.06,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11490,19.77,1.0,0.0,-0.0001,2,2477,0.6517,-0.0327,-170.654,-40.973,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
11517,20.33,1.0,0.0,-0.0,2,2478,0.679,-0.0177,-170.585,-40.839,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
11535,20.82,1.0,0.0,-0.0,2,2478,0.6591,0.0174,-170.538,-40.747,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
