LapTimeCurrent,SpeedKmh,Throttle,Brake,Steering,Gear,Rpms,GlobalAccelerationG,LateralG,CarCoordX,CarCoordZ,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,BrakeTempFL,BrakeTempFR,BrakeTempRL,BrakeTempRR
11043,5.35,1.0,0.0,-0.0,2,2473,1.0977,0.0208,-171.641,-42.893,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11067,6.17,1.0,0.0,-0.0,2,2472,1.1234,-0.0162,-171.624,-42.859,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11088,6.27,1.0,0.0,-0.0,2,2473,1.0026,-0.0029,-171.608,-42.826,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11106,7.02,1.0,0.0,-0.0001,2,2472,1.0539,0.018,-171.593,-42.796,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11130,7.42,1.0,0.0,-0.0003,2,2473,1.0071,-0.0066,-171.571,-42.754,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11148,7.89,1.0,0.0,-0.0004,2,2473,0.9924,0.009,-171.554,-42.719,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11169,8.38,1.0,0.0,-0.0031,2,2473,0.8501,0.0148,-171.533,-42.677,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11193,8.87,1.0,0.0,-0.0279,2,2473,0.7706,0.013,-171.507,-42.626,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11214,9.36,1.0,0.0,-0.0708,2,2473,0.6995,0.1078,-171.483,-42.578,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11232,9.78,1.0,0.0,-0.1077,2,2473,0.6516,0.0741,-171.461,-42.535,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11250,10.27,1.0,0.0,-0.1507,2,2473,0.6485,0.0794,-171.438,-42.491,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11277,10.76,1.0,0.0,-0.1936,2,2473,0.6367,0.1255,-171.401,-42.421,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11295,11.18,1.0,0.0,-0.2305,2,2474,0.6204,0.1255,-171.375,-42.372,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11313,11.67,1.0,0.0,-0.2243,2,2474,0.6487,0.0557,-171.348,-42.321,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11331,12.23,1.0,0.0,-0.1752,2,2474,0.6624,-0.0952,-171.32,-42.269,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11358,12.65,1.0,0.0,-0.1384,2,2474,0.6722,-0.0732,-171.275,-42.187,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11376,13.21,1.0,0.0,-0.0893,2,2474,0.6941,-0.1035,-171.245,-42.129,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
11394,13.63,1.0,0.0,-0.0524,2,2474,0.66,-0.1019,-171.214,-42.07,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
